tipo_doc,num_doc,monto_6_meses,ingresos_mensuales,canales_usados,tipo_persona,monto_total
CEDULA DE CIUDADANIA,6274648173289450000,42180000,6625623,CAJERO,PERSONA NATURAL,75450000
CEDULA DE CIUDADANIA,2501023571909370000,169200000,848943,"SUCURSAL, CAJERO",PERSONA NATURAL,206700000
CEDULA DE CIUDADANIA,2950281990945000000,58485200,240638,"CAJERO, SUCURSAL",PERSONA NATURAL,61285200
CEDULA DE CIUDADANIA,2126746511844570000,301592000,7871228,"SUCURSAL, CAJERO",PERSONA NATURAL,421584000
CEDULA DE CIUDADANIA,6045877100347490000,60444000,6638238,"CAJERO, SUCURSAL",PERSONA NATURAL,76917000
CEDULA DE CIUDADANIA,4297829519982200000,65600000,1177560,"CAJERO, SUCURSAL",PERSONA NATURAL,67400000
CEDULA DE CIUDADANIA,8942972620663880000,90350000,1260537,CAJERO,PERSONA NATURAL,133910000
CEDULA DE CIUDADANIA,9039913384413900,35680000,378757,"SUCURSAL, CAJERO",PERSONA NATURAL,175660000
CEDULA DE CIUDADANIA,1729037805768400000,133439000,6459160,"SUCURSAL, CAJERO",PERSONA NATURAL,133439000
CEDULA DE CIUDADANIA,1210585842185010000,49000000,1473269,SUCURSAL,PERSONA NATURAL,70000000
CEDULA DE CIUDADANIA,775536828640327000,17480000,3559489,"SUCURSAL, CAJERO",PERSONA NATURAL,57274000
CEDULA DE CIUDADANIA,1088427344596900000,19900000,7581490,"CAJERO, SUCURSAL",PERSONA NATURAL,83300000
CEDULA DE CIUDADANIA,3002982172860180000,75600000,4749455,"SUCURSAL, CAJERO",PERSONA NATURAL,184300000
CEDULA DE CIUDADANIA,2056129518722150000,58315000,6270885,"SUCURSAL, CAJERO",PERSONA NATURAL,58315000
CEDULA DE CIUDADANIA,6292969522377030000,26100000,9041890,"SUCURSAL, CAJERO",PERSONA NATURAL,143350000
CEDULA DE CIUDADANIA,8986350165132440000,48250000,2548519,"SUCURSAL, CAJERO",PERSONA NATURAL,112090000
CEDULA DE CIUDADANIA,4410674362025890000,45810000,7056473,CAJERO,PERSONA NATURAL,57270000
CEDULA DE CIUDADANIA,8918631311903780000,368600000,8996908,"CAJERO, SUCURSAL",PERSONA NATURAL,704872000
CEDULA DE CIUDADANIA,4459599928174530000,54350000,2461647,CAJERO,PERSONA NATURAL,54350000
CEDULA DE CIUDADANIA,7298778353015120000,53200000,3334888,"CAJERO, SUCURSAL",PERSONA NATURAL,56400000
CEDULA DE CIUDADANIA,3856855199264660000,55750000,2623029,"SUCURSAL, CAJERO",PERSONA NATURAL,167770000
CEDULA DE CIUDADANIA,3896420173507180000,423940000,7388235,"CAJERO, SUCURSAL",PERSONA NATURAL,427590000
CEDULA DE CIUDADANIA,3010225640065120000,5600000,490286,CAJERO,PERSONA NATURAL,379600000
CEDULA DE CIUDADANIA,1170487647156130000,112233436,470940,"CAJERO, SUCURSAL",PERSONA NATURAL,123733436
CEDULA DE CIUDADANIA,4273748666046260000,211500000,2354609,"CAJERO, SUCURSAL",PERSONA NATURAL,223000000
CEDULA DE CIUDADANIA,431656575183881000,54000000,3820362,SUCURSAL,PERSONA NATURAL,195300000
CEDULA DE CIUDADANIA,1489738000828670000,243650000,3758670,"SUCURSAL, CAJERO",PERSONA NATURAL,247050000
CEDULA DE CIUDADANIA,1246894730300800000,93000000,1978883,"SUCURSAL, CAJERO",PERSONA NATURAL,162100000
CEDULA DE CIUDADANIA,9049185436075570000,123420000,6965450,"CAJERO, SUCURSAL",PERSONA NATURAL,127620000
CEDULA DE CIUDADANIA,4080032197431510000,183754000,545184,"CAJERO, SUCURSAL",PERSONA NATURAL,288754000
CEDULA DE CIUDADANIA,4308451851369120000,60000000,5628253,SUCURSAL,PERSONA NATURAL,61200000
CEDULA DE CIUDADANIA,3254480999298610000,14570000,6422938,CAJERO,PERSONA NATURAL,131570000
CEDULA DE CIUDADANIA,1675153912063760000,51000000,7078563,CAJERO,PERSONA NATURAL,57700000
CEDULA DE CIUDADANIA,8561970698255240000,64800000,9848184,CAJERO,PERSONA NATURAL,100200000
CEDULA DE CIUDADANIA,4862695499682700000,29600000,4130892,"SUCURSAL, CAJERO",PERSONA NATURAL,89098000
CEDULA DE CIUDADANIA,6337643887198020000,92000000,6594236,"CAJERO, SUCURSAL",PERSONA NATURAL,95500000
CEDULA DE CIUDADANIA,5192869095743580000,42080000,9221347,CAJERO,PERSONA NATURAL,61760000
CEDULA DE CIUDADANIA,7957965661166620000,65900000,4253624,"SUCURSAL, CAJERO",PERSONA NATURAL,66400000
CEDULA DE CIUDADANIA,7574949605979620000,14400000,664325,CAJERO,PERSONA NATURAL,86460000
CEDULA DE CIUDADANIA,3694028885599450000,14900000,3457519,"CAJERO, SUCURSAL",PERSONA NATURAL,66128000
CEDULA DE CIUDADANIA,1637716673779680000,44310000,9802455,CAJERO,PERSONA NATURAL,61840000
CEDULA DE CIUDADANIA,8813834812562610000,63358695,806318,"CAJERO, SUCURSAL",PERSONA NATURAL,63358695
CEDULA DE CIUDADANIA,4000492410202880000,173007008,411087,"CAJERO, SUCURSAL",PERSONA NATURAL,176167008
CEDULA DE CIUDADANIA,6304369508541250000,44500000,1954056,"SUCURSAL, CAJERO",PERSONA NATURAL,65844000
CEDULA DE CIUDADANIA,4308905964438090000,94040000,206747,"CAJERO, SUCURSAL",PERSONA NATURAL,97030000
CEDULA DE CIUDADANIA,5796247157259620000,99000000,4006333,"SUCURSAL, CAJERO",PERSONA NATURAL,109600000
CEDULA DE CIUDADANIA,5271900276611440000,104890000,4521322,"CAJERO, SUCURSAL",PERSONA NATURAL,1088260494
CEDULA DE CIUDADANIA,2225859721515200000,61843288,7666390,"SUCURSAL, CAJERO",PERSONA NATURAL,67643288
CEDULA DE CIUDADANIA,1333461540231880000,36100000,6098526,"SUCURSAL, CAJERO",PERSONA NATURAL,76100000
CEDULA DE CIUDADANIA,7272366484401780000,123961140,7037093,"SUCURSAL, CAJERO",PERSONA NATURAL,123961140
CEDULA DE CIUDADANIA,5900889668992870000,589065000,78814,"SUCURSAL, CAJERO",PERSONA NATURAL,666437018
CEDULA DE CIUDADANIA,7081583051385870000,166735000,3377871,"CAJERO, SUCURSAL",PERSONA NATURAL,230535000
CEDULA DE CIUDADANIA,4427561512594720000,61200000,2084261,"CAJERO, SUCURSAL",PERSONA NATURAL,62450000
CEDULA DE CIUDADANIA,2230566313957010000,28570000,2474066,CAJERO,PERSONA NATURAL,60170000
CEDULA DE CIUDADANIA,1301124933343730000,19378000,8529948,"CAJERO, SUCURSAL",PERSONA NATURAL,100292074
CEDULA DE CIUDADANIA,7154322948348710000,24642000,6775420,"CAJERO, SUCURSAL",PERSONA NATURAL,95642011
CEDULA DE CIUDADANIA,3870728968030270000,86680000,1632379,CAJERO,PERSONA NATURAL,108250000
CEDULA DE CIUDADANIA,6282390859902130000,43000000,1848237,"SUCURSAL, CAJERO",PERSONA NATURAL,58400000
CEDULA DE CIUDADANIA,5697834159330680000,47290000,9869352,"SUCURSAL, CAJERO",PERSONA NATURAL,277990000
CEDULA DE CIUDADANIA,970149348829166000,106300000,8904777,"CAJERO, SUCURSAL",PERSONA NATURAL,197920000
CEDULA DE CIUDADANIA,6497473920949670000,85200000,9666894,"CAJERO, SUCURSAL",PERSONA NATURAL,244200000
CEDULA DE CIUDADANIA,7142411933843390000,29100000,8652247,"CAJERO, SUCURSAL",PERSONA NATURAL,57050000
CEDULA DE CIUDADANIA,5461616275799400,71850000,9606668,SUCURSAL,PERSONA NATURAL,94700000
CEDULA DE CIUDADANIA,5334326231825730000,83300000,2709582,"SUCURSAL, CAJERO",PERSONA NATURAL,121300000
CEDULA DE CIUDADANIA,4329311100143600000,60900000,7395311,"SUCURSAL, CAJERO",PERSONA NATURAL,88930000
CEDULA DE CIUDADANIA,8092463665148590000,38864910,7438359,"SUCURSAL, CAJERO",PERSONA NATURAL,86764910
CEDULA DE CIUDADANIA,8268329271564890000,61662000,5800564,"CAJERO, SUCURSAL",PERSONA NATURAL,66912000
CEDULA DE CIUDADANIA,1975234734401430000,28642910,5297156,SUCURSAL,PERSONA NATURAL,75262910
CEDULA DE CIUDADANIA,7556357335529940000,66150000,2668705,"CAJERO, SUCURSAL",PERSONA NATURAL,73300000
CEDULA DE CIUDADANIA,7017255519342040000,12200000,4446910,CAJERO,PERSONA NATURAL,79500000
CEDULA DE CIUDADANIA,7877415914940120000,135500000,2159,"SUCURSAL, CAJERO",PERSONA NATURAL,135500000
CEDULA DE CIUDADANIA,5816037887666950000,77470000,5721161,"CAJERO, SUCURSAL",PERSONA NATURAL,108570000
CEDULA DE CIUDADANIA,1734345110232380000,80700000,4863352,"CAJERO, SUCURSAL",PERSONA NATURAL,83400000
CEDULA DE CIUDADANIA,2107896403004280000,44210000,6208418,"CAJERO, SUCURSAL",PERSONA NATURAL,81762964
CEDULA DE CIUDADANIA,1795656589790360000,14050000,5853832,"SUCURSAL, CAJERO",PERSONA NATURAL,72034000
CEDULA DE CIUDADANIA,5347444665522860000,153337919,1382015,SUCURSAL,PERSONA NATURAL,175907919
CEDULA DE CIUDADANIA,336871629565884000,554300000,7392927,"SUCURSAL, CAJERO",PERSONA NATURAL,554800000
CEDULA DE CIUDADANIA,7304298562807720000,341059734,8615530,"SUCURSAL, CAJERO",PERSONA NATURAL,343559734
CEDULA DE CIUDADANIA,5403273950075890000,65350000,4393550,"SUCURSAL, CAJERO",PERSONA NATURAL,174860000
CEDULA DE CIUDADANIA,8699834540833000000,32270000,5805926,"CAJERO, SUCURSAL",PERSONA NATURAL,87620000
CEDULA DE CIUDADANIA,2363374429705130000,74200000,4870176,"CAJERO, SUCURSAL",PERSONA NATURAL,75700000
CEDULA DE CIUDADANIA,7694015559580010000,103200000,4788955,SUCURSAL,PERSONA NATURAL,106200000
CEDULA DE CIUDADANIA,7609518475485560000,80450000,4708818,"SUCURSAL, CAJERO",PERSONA NATURAL,88650000
CEDULA DE CIUDADANIA,6559693684123080000,58040000,8297055,"CAJERO, SUCURSAL",PERSONA NATURAL,73120000
CEDULA DE CIUDADANIA,8995597020295320000,2880000,1343950,CAJERO,PERSONA NATURAL,96478015
CEDULA DE CIUDADANIA,222525631920991000,23900000,3374622,"CAJERO, SUCURSAL",PERSONA NATURAL,88300000
CEDULA DE CIUDADANIA,1248129635880950000,121750000,4000247,"CAJERO, SUCURSAL",PERSONA NATURAL,123920000
CEDULA DE CIUDADANIA,7028717525116620000,321850000,7526054,"SUCURSAL, CAJERO",PERSONA NATURAL,321850000
CEDULA DE CIUDADANIA,813374355528071000,247670000,9933574,"CAJERO, SUCURSAL",PERSONA NATURAL,247670000
CEDULA DE CIUDADANIA,7130574615619480000,44445076,3570106,"SUCURSAL, CAJERO",PERSONA NATURAL,76645076
CEDULA DE CIUDADANIA,1234394952524030000,32080000,8064241,SUCURSAL,PERSONA NATURAL,63604910
TARJETA DE IDENTIDAD,935063543362376000,45100000,7879793,"CAJERO, SUCURSAL",PERSONA NATURAL,54800000
CEDULA DE CIUDADANIA,2075229031525290000,264580000,9822740,"CAJERO, SUCURSAL",PERSONA NATURAL,292060000
CEDULA DE CIUDADANIA,6775407338136010000,56700000,9756263,"SUCURSAL, CAJERO",PERSONA NATURAL,56700000
CEDULA DE CIUDADANIA,3226004052832580000,107614191,9832682,"CAJERO, SUCURSAL",PERSONA NATURAL,134714191
CEDULA DE CIUDADANIA,8425384768916800000,170000000,1709727,SUCURSAL,PERSONA NATURAL,170400000
CEDULA DE CIUDADANIA,3334794372937130000,50000000,8978479,SUCURSAL,PERSONA NATURAL,106295000
CEDULA DE CIUDADANIA,1634478743029180000,55760000,9044415,"SUCURSAL, CAJERO",PERSONA NATURAL,92140000
CEDULA DE CIUDADANIA,1065276521741470000,42875000,4622384,"SUCURSAL, CAJERO, CORRESPONSAL",PERSONA NATURAL,55475000
CEDULA DE CIUDADANIA,3891149516440280000,33000000,5824581,SUCURSAL,PERSONA NATURAL,61870000
CEDULA DE CIUDADANIA,3295762901393180000,39030000,8114552,"SUCURSAL, CAJERO",PERSONA NATURAL,68312000
CEDULA DE CIUDADANIA,3674429137131190000,36860000,3387766,CAJERO,PERSONA NATURAL,59960000
CEDULA DE CIUDADANIA,2255784205095340000,419499999,2439948,"SUCURSAL, CAJERO",PERSONA NATURAL,425499999
CEDULA DE CIUDADANIA,2978139167400910000,64500000,5637146,"SUCURSAL, CAJERO",PERSONA NATURAL,73500000
CEDULA DE EXTRANJERIA,4712150319388710000,101400000,4517446,"SUCURSAL, CAJERO",PERSONA NATURAL,103250000
CEDULA DE CIUDADANIA,4644948282131950000,67297000,7037093,"CORRESPONSAL, SUCURSAL",PERSONA NATURAL,119504000
CEDULA DE CIUDADANIA,4050324689572810000,3400000,1632379,CAJERO,PERSONA NATURAL,87350000
CEDULA DE CIUDADANIA,84179987243000700,62550000,8112905,"SUCURSAL, CAJERO",PERSONA NATURAL,71550000
CEDULA DE CIUDADANIA,2451898911438990000,94410796,3144017,"CAJERO, SUCURSAL",PERSONA NATURAL,995685996
CEDULA DE CIUDADANIA,8837725512856860000,301100000,4433505,"SUCURSAL, CAJERO",PERSONA NATURAL,301100000
CEDULA DE CIUDADANIA,2204453231618440000,299407000,7782398,SUCURSAL,PERSONA NATURAL,353407000
CEDULA DE CIUDADANIA,2303427716099780000,35330000,6923973,CAJERO,PERSONA NATURAL,62409562
CEDULA DE CIUDADANIA,6892818293584180000,58280000,207238,"SUCURSAL, CAJERO",PERSONA NATURAL,80780000
CEDULA DE CIUDADANIA,4711596172632770000,58500000,3157580,"CAJERO, SUCURSAL",PERSONA NATURAL,60200000
CEDULA DE CIUDADANIA,8242527293808310000,109583440,495436,"CAJERO, SUCURSAL",PERSONA NATURAL,112973440
CEDULA DE CIUDADANIA,4390732948181530000,38767418,2957036,"CAJERO, SUCURSAL",PERSONA NATURAL,114149257
CEDULA DE CIUDADANIA,8364476947809330000,54100000,3516141,"CAJERO, SUCURSAL",PERSONA NATURAL,83100000
NIT,8749387176007620000,10764314800,4894595,"CAJERO, SUCURSAL",PERSONA JURIDICA,10764314800
CEDULA DE CIUDADANIA,7943785136565480000,21350000,9002028,"CAJERO, SUCURSAL",PERSONA NATURAL,61650000
CEDULA DE CIUDADANIA,1901251409415610000,44030000,9176950,"SUCURSAL, CAJERO",PERSONA NATURAL,54630000
CEDULA DE CIUDADANIA,967551254920181000,416200000,9342310,SUCURSAL,PERSONA NATURAL,419400000
CEDULA DE CIUDADANIA,1731908847077790000,115964000,4225659,"SUCURSAL, CAJERO",PERSONA NATURAL,123964000
CEDULA DE CIUDADANIA,6508704549898700000,154866666,8684209,"SUCURSAL, CAJERO",PERSONA NATURAL,159666666
CEDULA DE CIUDADANIA,3578283574373140000,90850000,9285777,CAJERO,PERSONA NATURAL,117850000
CEDULA DE CIUDADANIA,2144445719216770000,264600000,2015636,"SUCURSAL, CAJERO",PERSONA NATURAL,329100000
CEDULA DE CIUDADANIA,3705830320276080000,100710000,3308717,"SUCURSAL, CAJERO",PERSONA NATURAL,180760000
CEDULA DE CIUDADANIA,3433532794207430000,62500000,1455697,"SUCURSAL, CAJERO",PERSONA NATURAL,337500000
CEDULA DE CIUDADANIA,496897971335480000,60000000,3898672,SUCURSAL,PERSONA NATURAL,125500000
CEDULA DE CIUDADANIA,6168247086435010000,385110000,3330044,"CAJERO, SUCURSAL",PERSONA NATURAL,388810000
CEDULA DE CIUDADANIA,5438522273695420000,73550000,7036793,"SUCURSAL, CAJERO",PERSONA NATURAL,94200000
CEDULA DE CIUDADANIA,4173486449343630000,645000000,34465,SUCURSAL,PERSONA NATURAL,716000000
CEDULA DE CIUDADANIA,636371867627808000,90000000,5870706,SUCURSAL,PERSONA NATURAL,131865269
CEDULA DE CIUDADANIA,5667163839356770000,81168229,8644150,"CAJERO, SUCURSAL",PERSONA NATURAL,104498229
CEDULA DE CIUDADANIA,832547397696413000,265000000,1956417,SUCURSAL,PERSONA NATURAL,475837762
CEDULA DE CIUDADANIA,7140124359665690000,61036500,8775049,"SUCURSAL, CAJERO",PERSONA NATURAL,78916500
CEDULA DE CIUDADANIA,7870237472856330000,43200000,5338501,"CAJERO, CORRESPONSAL",PERSONA NATURAL,68700000
CEDULA DE CIUDADANIA,4311872612226250000,74800000,3904575,"SUCURSAL, CAJERO",PERSONA NATURAL,120721000
CEDULA DE CIUDADANIA,3080330561833200000,73772250,1403635,"SUCURSAL, CAJERO",PERSONA NATURAL,76942250
CEDULA DE CIUDADANIA,409873185855092000,75600000,751518,"CAJERO, SUCURSAL",PERSONA NATURAL,126500000
CEDULA DE CIUDADANIA,4134729189517350000,6240000,2728384,"SUCURSAL, CAJERO",PERSONA NATURAL,60980000
CEDULA DE CIUDADANIA,2308603441123790000,57160000,9721980,"SUCURSAL, CAJERO",PERSONA NATURAL,65709000
CEDULA DE CIUDADANIA,558583374117676000,410970759,2461670,"SUCURSAL, CAJERO",PERSONA NATURAL,505370759
CEDULA DE CIUDADANIA,7389537590813650000,144994550,9979930,"SUCURSAL, CAJERO",PERSONA NATURAL,172794550
CEDULA DE CIUDADANIA,5899231042972350000,92680000,9869326,CAJERO,PERSONA NATURAL,121480000
CEDULA DE CIUDADANIA,2391211756836930000,14000000,5022999,CAJERO,PERSONA NATURAL,96500000
CEDULA DE CIUDADANIA,6797142530410500000,320245000,1908643,"CAJERO, SUCURSAL",PERSONA NATURAL,384209800
CEDULA DE CIUDADANIA,3545692947673790000,69400000,791198,"CAJERO, SUCURSAL",PERSONA NATURAL,79400000
CEDULA DE CIUDADANIA,433032139140905000,37250000,3635689,CAJERO,PERSONA NATURAL,65350000
CEDULA DE CIUDADANIA,2044938226809870000,123500000,9793723,CAJERO,PERSONA NATURAL,139700000
CEDULA DE CIUDADANIA,4561342716965530000,120000000,3204872,SUCURSAL,PERSONA NATURAL,120000000
CEDULA DE CIUDADANIA,8560083796058940000,57400000,9099589,CAJERO,PERSONA NATURAL,64800000
CEDULA DE CIUDADANIA,2690306106746570000,25300000,6309733,"CAJERO, SUCURSAL",PERSONA NATURAL,61191000
CEDULA DE CIUDADANIA,5270188203102680000,112350000,3958618,"SUCURSAL, CAJERO",PERSONA NATURAL,113780000
CEDULA DE CIUDADANIA,3389468270066610000,64410000,7041249,"CAJERO, SUCURSAL",PERSONA NATURAL,67360000
CEDULA DE CIUDADANIA,9039161853229380000,274600000,5351193,"CAJERO, SUCURSAL",PERSONA NATURAL,554600000
CEDULA DE CIUDADANIA,6909137010546570000,60000000,7460387,SUCURSAL,PERSONA NATURAL,60000000
CEDULA DE CIUDADANIA,3637330297389680000,1337277900,3577426,"CAJERO, SUCURSAL",PERSONA NATURAL,1339277900
CEDULA DE CIUDADANIA,8430376627201550000,311400000,5786095,"SUCURSAL, CAJERO",PERSONA NATURAL,621800000
CEDULA DE CIUDADANIA,1376901906174090000,51100000,4244793,"SUCURSAL, CAJERO",PERSONA NATURAL,61550000
CEDULA DE CIUDADANIA,3312407411658360000,192846684,481825,SUCURSAL,PERSONA NATURAL,656031385
CEDULA DE CIUDADANIA,4520351798580670000,50234000,1199534,"SUCURSAL, CAJERO",PERSONA NATURAL,167465000
CEDULA DE CIUDADANIA,8257525606026340000,62030000,379161,"CAJERO, SUCURSAL",PERSONA NATURAL,62710000
CEDULA DE CIUDADANIA,7199136478735440000,98070000,4543731,"CAJERO, SUCURSAL",PERSONA NATURAL,99570000
CEDULA DE CIUDADANIA,1589795024578410000,21640000,6643328,CAJERO,PERSONA NATURAL,56190000
CEDULA DE CIUDADANIA,7625512361901120000,70570000,5425180,"CAJERO, SUCURSAL",PERSONA NATURAL,217570000
CEDULA DE CIUDADANIA,480278323543472000,107800000,3837784,"SUCURSAL, CAJERO",PERSONA NATURAL,128990000
CEDULA DE CIUDADANIA,5349705330064560000,256500000,3580388,"SUCURSAL, CAJERO",PERSONA NATURAL,273500000
CEDULA DE CIUDADANIA,2978350060667410000,223715857,2201536,"CAJERO, SUCURSAL",PERSONA NATURAL,224165857
NIT,525092716743053000,5453135000,6875694,"SUCURSAL, CAJERO",PERSONA JURIDICA,8263499000
CEDULA DE CIUDADANIA,5689744684397680000,24720000,6459160,"SUCURSAL, CAJERO",PERSONA NATURAL,80380000
CEDULA DE CIUDADANIA,2053096565654310000,187350000,3092545,"SUCURSAL, CAJERO",PERSONA NATURAL,195750000
CEDULA DE CIUDADANIA,4121480605295250000,48488000,6096704,"CAJERO, SUCURSAL",PERSONA NATURAL,57108000
CEDULA DE CIUDADANIA,370335815523977000,98300000,6307305,"CAJERO, SUCURSAL",PERSONA NATURAL,110400000
CEDULA DE CIUDADANIA,6004705682276130000,90000000,8952143,SUCURSAL,PERSONA NATURAL,96000000
CEDULA DE CIUDADANIA,7771442913157290000,64860000,8389748,"CAJERO, SUCURSAL",PERSONA NATURAL,67490000
CEDULA DE CIUDADANIA,331584416737377000,56150000,6942143,"CAJERO, SUCURSAL",PERSONA NATURAL,58850000
CEDULA DE CIUDADANIA,4308634105967530000,80300000,7190658,"CAJERO, SUCURSAL",PERSONA NATURAL,122295000
CEDULA DE CIUDADANIA,6676406028174110000,18000000,5542252,CAJERO,PERSONA NATURAL,94000000
CEDULA DE CIUDADANIA,2945951213708270000,29000000,7723010,SUCURSAL,PERSONA NATURAL,79300000
CEDULA DE CIUDADANIA,2227708615522050000,32500000,7593413,"CAJERO, SUCURSAL",PERSONA NATURAL,59600000
CEDULA DE CIUDADANIA,8996733880731610000,17513023,536904,"CAJERO, SUCURSAL",PERSONA NATURAL,70513023
CEDULA DE CIUDADANIA,2116813918486640000,96733006,9794682,"CAJERO, SUCURSAL",PERSONA NATURAL,102533006
CEDULA DE CIUDADANIA,6754357036844940000,31530000,929268,"CAJERO, SUCURSAL",PERSONA NATURAL,207007700
CEDULA DE CIUDADANIA,2871649033121210000,28000000,4941770,"CAJERO, SUCURSAL",PERSONA NATURAL,87000000
NIT,4292313237748810000,732620000,8135801,"SUCURSAL, CAJERO",PERSONA JURIDICA,1766893207
CEDULA DE CIUDADANIA,204620631235866000,38300000,9696238,"CAJERO, SUCURSAL",PERSONA NATURAL,76090000
CEDULA DE CIUDADANIA,5545900506950330000,30000000,7053826,"SUCURSAL, CAJERO",PERSONA NATURAL,156100000
CEDULA DE CIUDADANIA,147774314897044000,416296035,791198,SUCURSAL,PERSONA NATURAL,484218094
CEDULA DE CIUDADANIA,397608933592076000,54526000,3225962,"CAJERO, SUCURSAL",PERSONA NATURAL,150326000
CEDULA DE CIUDADANIA,5826523738999860000,64100000,842649,"SUCURSAL, CAJERO",PERSONA NATURAL,136530000
CEDULA DE CIUDADANIA,6007470531142470000,101000000,8109239,"CAJERO, SUCURSAL",PERSONA NATURAL,102000000
CEDULA DE CIUDADANIA,503205986062819000,33110000,3588218,"SUCURSAL, CAJERO",PERSONA NATURAL,122610250
CEDULA DE CIUDADANIA,547958627400014000,91600000,3388383,"CAJERO, SUCURSAL",PERSONA NATURAL,121670000
CEDULA DE CIUDADANIA,2182282717260790000,23478750,5201266,SUCURSAL,PERSONA NATURAL,84172750
CEDULA DE CIUDADANIA,8630351098010030000,133000000,7555944,"SUCURSAL, CAJERO",PERSONA NATURAL,208859000
CEDULA DE CIUDADANIA,3137148232871790000,105070000,5509852,"CAJERO, SUCURSAL",PERSONA NATURAL,114110000
CEDULA DE CIUDADANIA,6164322442042580000,192280000,2899191,"CAJERO, SUCURSAL",PERSONA NATURAL,195210000
CEDULA DE CIUDADANIA,440625674288935000,228670000,676611,"SUCURSAL, CAJERO",PERSONA NATURAL,230240000
CEDULA DE CIUDADANIA,3540839631169820000,52810000,688872,"SUCURSAL, CAJERO",PERSONA NATURAL,91310000
CEDULA DE CIUDADANIA,3409692885505260000,107020000,9113141,"CAJERO, SUCURSAL",PERSONA NATURAL,109020000
CEDULA DE CIUDADANIA,8480552095602960000,59400000,5428817,"SUCURSAL, CAJERO",PERSONA NATURAL,59400000
CEDULA DE CIUDADANIA,7777298400068440000,50000000,4641137,SUCURSAL,PERSONA NATURAL,170640000
CEDULA DE CIUDADANIA,205237067822418000,53155677,2183610,"SUCURSAL, CAJERO",PERSONA NATURAL,54845677
CEDULA DE CIUDADANIA,4036625870905660000,80640000,4165095,"CAJERO, SUCURSAL",PERSONA NATURAL,80760000
CEDULA DE CIUDADANIA,8594016037429070000,61684127,7062997,"SUCURSAL, CAJERO",PERSONA NATURAL,67784127
CEDULA DE CIUDADANIA,5027861955453150000,40690000,5212345,"CORRESPONSAL, CAJERO",PERSONA NATURAL,57450000
CEDULA DE CIUDADANIA,9012697285147070000,46050000,9132910,"CAJERO, SUCURSAL",PERSONA NATURAL,62440000
CEDULA DE CIUDADANIA,7926493418160360000,100000000,3651005,SUCURSAL,PERSONA NATURAL,102950000
CEDULA DE CIUDADANIA,4079314525154910000,480885000,5864528,"SUCURSAL, CAJERO",PERSONA NATURAL,845515000
CEDULA DE CIUDADANIA,3779255766537810000,25100000,163120,"CAJERO, SUCURSAL",PERSONA NATURAL,85808189
CEDULA DE CIUDADANIA,4630255401982170000,45535236,2529074,"CAJERO, SUCURSAL",PERSONA NATURAL,58135236
CEDULA DE CIUDADANIA,7154832212268960000,9230000,105234,"SUCURSAL, CAJERO",PERSONA NATURAL,59360000
CEDULA DE CIUDADANIA,5598997443462980000,47830000,3330634,"SUCURSAL, CAJERO",PERSONA NATURAL,55440000
CEDULA DE CIUDADANIA,7294689600310480000,32329000,8450523,"SUCURSAL, CAJERO",PERSONA NATURAL,69369700
CEDULA DE CIUDADANIA,4647293717412170000,46930000,8133759,"CAJERO, SUCURSAL",PERSONA NATURAL,59890000
CEDULA DE CIUDADANIA,6787454013496310000,15170000,6570609,CAJERO,PERSONA NATURAL,117128394
CEDULA DE CIUDADANIA,6177730707653830000,56217464,4018695,SUCURSAL,PERSONA NATURAL,56217464
CEDULA DE CIUDADANIA,4910129438576900000,30245000,2649319,"CAJERO, SUCURSAL",PERSONA NATURAL,76045000
TARJETA DE IDENTIDAD,8202309494686040000,39870000,9933788,"CAJERO, SUCURSAL",PERSONA NATURAL,81170000
CEDULA DE CIUDADANIA,3923956369257140000,74100000,9342433,"CAJERO, SUCURSAL",PERSONA NATURAL,75872000
CEDULA DE CIUDADANIA,3935975456617630000,48550000,4393550,CAJERO,PERSONA NATURAL,59220000
CEDULA DE CIUDADANIA,310286790884005000,54350132,3229253,"SUCURSAL, CAJERO",PERSONA NATURAL,67650132
CEDULA DE CIUDADANIA,6621055775832890000,140716000,6936226,"CAJERO, SUCURSAL",PERSONA NATURAL,310957863
CEDULA DE CIUDADANIA,9163317609233510000,124346177,8917524,"SUCURSAL, CAJERO",PERSONA NATURAL,125446177
CEDULA DE CIUDADANIA,8982592407221880000,23440000,7614177,"CAJERO, SUCURSAL",PERSONA NATURAL,66570000
CEDULA DE CIUDADANIA,8291489110732080000,125506000,9979363,"SUCURSAL, CAJERO",PERSONA NATURAL,126506000
CEDULA DE EXTRANJERIA,1178605117236750000,165000000,7122752,SUCURSAL,PERSONA NATURAL,255500000
CEDULA DE CIUDADANIA,7903002259445290000,148130000,9979930,"CAJERO, SUCURSAL",PERSONA NATURAL,162630000
CEDULA DE CIUDADANIA,2561930619949640000,62242486,9628796,"SUCURSAL, CAJERO",PERSONA NATURAL,70392486
CEDULA DE CIUDADANIA,4318531760901460000,84620000,4261558,"SUCURSAL, CAJERO",PERSONA NATURAL,218553000
CEDULA DE CIUDADANIA,3630667833716930000,24900000,35161,"CAJERO, SUCURSAL",PERSONA NATURAL,56300000
CEDULA DE CIUDADANIA,2877992397886900000,41052709,5047862,"SUCURSAL, CAJERO",PERSONA NATURAL,67684993
CEDULA DE CIUDADANIA,7570587582415740000,129420000,1525334,"SUCURSAL, CAJERO",PERSONA NATURAL,129420000
